Date,Composants de coûts,Devise,Type de données,Source de données,Commerce extérieur,Indicateur,Marché,Produit,Groupe de produits,Système de production,Provenance du produit,Propriétés du produit,Sous-groupe de produits,Région de vente,Unité,Mode d’utilisation,Echelon de création de valeur_Détail,Echelon de création de valeur ,Prix
10-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.675997
10-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.942732
09-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.61451
09-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.933445
09-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.449032
09-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.326064
09-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.688557
08-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.386554
08-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.034636
08-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.032109
08-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.967785
08-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.253017
07-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.300355
07-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.372577
07-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,11.027368
07-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.466988
07-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.451384
06-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.227416
06-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.263675
06-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,11.003564
06-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.508222
06-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.481735
05-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.487194
05-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.265337
05-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.98076
05-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.307336
05-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.535868
04-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.441915
04-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.710615
04-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.499141
04-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.364094
04-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.952955
03-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.491483
03-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.925864
03-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.486805
03-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.401004
03-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.92277
02-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.389173
02-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.982473
02-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.036876
02-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.489717
02-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.52544
01-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.520514
01-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.898098
01-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.925118
01-2014,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.50947
01-2014,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.023363
12-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.763932
12-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.313402
12-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.438749
12-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.97646
12-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.994826
11-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.840038
11-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.380117
11-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.967596
11-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.70649
11-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.425063
10-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.297648
10-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.823895
10-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.369871
10-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.709173
10-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.051322
09-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.660249
09-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.170773
09-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.38248
09-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.978841
09-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.246983
08-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.175654
08-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.95814
08-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.09044
08-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.299504
08-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.699963
07-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.757362
07-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.065332
07-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.229754
07-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.163816
07-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.861517
06-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.538854
06-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.115673
06-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.835441
06-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.213114
06-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.969104
05-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.106302
05-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.848061
05-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.20137
05-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.925182
05-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.439775
04-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.571607
04-2013,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.649926
04-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.434079
04-2013,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.144505
