"Date","System of production","Product origin","Product subgroup","Sales region","Price"
2014-10-01,NA,"New Zealand","International Milk","New Zealand",31.94631
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.25405
2014-10-01,NA,"Region 1","CH Milk ","Switzerland",71.76519
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",52.4
2014-10-01,"Conventional","Region 3","CH Milk ","Switzerland",63.987782
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.46165
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",55.871185
2014-10-01,NA,"Rest of the world, non-Swiss","International Milk",NA,32.24826
2014-10-01,"Bio","Switzerland","CH Milk ","Switzerland",79.743685
2014-10-01,NA,"Region 3","CH Milk ","Switzerland",65.495061
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.738382
2014-10-01,"Conventional","Region 4","CH Milk ","Switzerland",69.304862
2014-10-01,NA,"Region 5","CH Milk ","Switzerland",76.825631
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",52.4
2014-10-01,NA,"Region 2","CH Milk ","Switzerland",65.105583
2014-10-01,NA,"Switzerland","CH Milk ","Switzerland",67.323767
2014-10-01,NA,"Italy","International Milk","Italy",43.989284
2014-10-01,NA,"Germany","International Milk","Germany",41.551823
2014-10-01,"Bio","Region 2","CH Milk ","Switzerland",81.243721
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-10-01,"Conventional","Region 4","CH Milk ","Switzerland",73.239561
2014-10-01,"Conventional","Region 2","CH Milk ","Switzerland",70.430409
2014-10-01,NA,"EU","International Milk","EU-28",42.369624
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.674318
2014-10-01,"Conventional","Region 5","CH Milk ","Switzerland",69.7034
2014-10-01,"Conventional","Region 5","CH Milk ","Switzerland",77.153978
2014-10-01,"Conventional","Region 1","CH Milk ","Switzerland",62.7362
2014-10-01,NA,"France","International Milk","France",41.951725
2014-10-01,NA,"Austria","International Milk","Austria",43.347942
2014-10-01,"Conventional","Region 5","CH Milk ","Switzerland",82.133291
2014-10-01,"Conventional","Region 4","CH Milk ","Switzerland",64.437443
2014-10-01,"Conventional","Region 2","CH Milk ","Switzerland",68.747121
2014-10-01,"Bio","Region 1","CH Milk ","Switzerland",82.410709
2014-10-01,NA,"USA / Canada","International Milk","USA",52.321896
2014-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",63.468858
2014-10-01,"Conventional","Region 1","CH Milk ","Switzerland",80.317955
2014-10-01,"Conventional","Region 2","CH Milk ","Switzerland",62.883383
2014-09-01,"Bio","Region 2","CH Milk ","Switzerland",84.50606
2014-09-01,NA,"Region 1","CH Milk ","Switzerland",72.928615
2014-09-01,NA,"France","International Milk","France",45.619418
2014-09-01,"Conventional","Region 4","CH Milk ","Switzerland",66.858655
2014-09-01,"Conventional","Region 1","CH Milk ","Switzerland",80.281251
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.931144
2014-09-01,NA,"Region 5","CH Milk ","Switzerland",76.793851
2014-09-01,NA,"Italy","International Milk","Italy",44.688402
2014-09-01,"Bio","Region 1","CH Milk ","Switzerland",85.199689
2014-09-01,"Conventional","Region 2","CH Milk ","Switzerland",70.344083
2014-09-01,NA,"Rest of the world, non-Swiss","International Milk",NA,33.09098
2014-09-01,NA,"Switzerland","CH Milk ","Switzerland",69.364544
2014-09-01,NA,"Italy","International Milk","Italy",45.728474
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",53
2014-09-01,"Conventional","Region 4","CH Milk ","Switzerland",72.291118
2014-09-01,NA,"Switzerland","CH Milk ","Switzerland",67.672727
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.8919
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",53
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.795051
2014-09-01,"Conventional","Region 2","CH Milk ","Switzerland",65.088296
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.477312
2014-09-01,NA,"Austria","International Milk","Austria",45.397443
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",59.093784
2014-09-01,"Bio","Region 4","CH Milk ","Switzerland",84.345844
2014-09-01,NA,"Region 2","CH Milk ","Switzerland",67.01839
2014-09-01,NA,"EU","International Milk","EU-28",43.71874
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.588583
2014-09-01,"Conventional","Region 5","CH Milk ","Switzerland",80.650793
2014-09-01,NA,"USA / Canada","International Milk","USA",53.042184
2014-09-01,"Conventional","Region 4","CH Milk ","Switzerland",74.580595
2014-09-01,"Conventional","Region 5","CH Milk ","Switzerland",77.34284
2014-09-01,NA,"Region 3","CH Milk ","Switzerland",67.268557
2014-09-01,"Conventional","Region 3","CH Milk ","Switzerland",65.957395
2014-09-01,"Conventional","Region 2","CH Milk ","Switzerland",69.204267
2014-09-01,NA,"Germany","International Milk","Germany",43.599419
2014-09-01,"Conventional","Region 5","CH Milk ","Switzerland",68.560854
2014-09-01,"Conventional","Region 1","CH Milk ","Switzerland",64.271082
2014-09-01,"Conventional","Region 1","CH Milk ","Switzerland",83.911258
2014-09-01,NA,"Region 4","CH Milk ","Switzerland",69.910554
2014-09-01,NA,"New Zealand","International Milk","New Zealand",32.438822
2014-09-01,"Bio","Switzerland","CH Milk ","Switzerland",84.345508
2014-08-01,NA,"Region 3","CH Milk ","Switzerland",67.000108
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.713793
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.2054
2014-08-01,NA,"Region 4","CH Milk ","Switzerland",69.611497
2014-08-01,NA,"Italy","International Milk","Italy",49.417283
2014-08-01,NA,"Switzerland","CH Milk ","Switzerland",67.472065
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.705001
2014-08-01,"Conventional","Region 5","CH Milk ","Switzerland",79.988265
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-08-01,NA,"New Zealand","International Milk","New Zealand",32.684943
2014-08-01,"Conventional","Region 5","CH Milk ","Switzerland",68.38387
2014-08-01,"Conventional","Region 1","CH Milk ","Switzerland",79.4699
2014-08-01,NA,"USA / Canada","International Milk","USA",48.560833
2014-08-01,NA,"Switzerland","CH Milk ","Switzerland",69.158866
2014-08-01,NA,"Region 5","CH Milk ","Switzerland",79.648584
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.69432
2014-08-01,"Conventional","Region 4","CH Milk ","Switzerland",71.631139
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.665835
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",58.6
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",58.6
2014-08-01,NA,"Rest of the world, non-Swiss","International Milk",NA,39.26556
2014-08-01,"Conventional","Region 3","CH Milk ","Switzerland",65.956199
2014-08-01,"Conventional","Region 4","CH Milk ","Switzerland",66.742704
2014-08-01,NA,"Austria","International Milk","Austria",45.349298
2014-08-01,"Bio","Region 4","CH Milk ","Switzerland",84.484665
2014-08-01,NA,"Germany","International Milk","Germany",45.281553
2014-08-01,"Conventional","Region 2","CH Milk ","Switzerland",65.068024
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.524602
2014-08-01,NA,"France","International Milk","France",45.666331
2014-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-08-01,"Conventional","Region 2","CH Milk ","Switzerland",69.326559
2014-08-01,"Conventional","Region 4","CH Milk ","Switzerland",73.226107
2014-08-01,"Bio","Switzerland","CH Milk ","Switzerland",83.98926
2014-08-01,"Conventional","Region 2","CH Milk ","Switzerland",70.407245
2014-08-01,"Conventional","Region 1","CH Milk ","Switzerland",82.904332
2014-08-01,"Conventional","Region 5","CH Milk ","Switzerland",83.847108
2014-08-01,NA,"Region 1","CH Milk ","Switzerland",72.723918
2014-08-01,"Bio","Region 2","CH Milk ","Switzerland",84.32796
2014-08-01,"Bio","Region 1","CH Milk ","Switzerland",84.512413
2014-08-01,"Conventional","Region 1","CH Milk ","Switzerland",65.065331
2014-08-01,NA,"Italy","International Milk","Italy",47.723653
2014-08-01,NA,"EU","International Milk","EU-28",44.47673
2014-08-01,NA,"Region 2","CH Milk ","Switzerland",66.807522
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.648927
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.195548
2014-07-01,"Conventional","Region 2","CH Milk ","Switzerland",65.025526
2014-07-01,NA,"Switzerland","CH Milk ","Switzerland",67.353463
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",60.1
2014-07-01,"Bio","Region 4","CH Milk ","Switzerland",83.942802
2014-07-01,NA,"Region 4","CH Milk ","Switzerland",69.304834
2014-07-01,NA,"Region 2","CH Milk ","Switzerland",66.661274
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",60.1
2014-07-01,NA,"New Zealand","International Milk","New Zealand",36.89955
2014-07-01,"Conventional","Region 2","CH Milk ","Switzerland",69.402198
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.911763
2014-07-01,NA,"Region 5","CH Milk ","Switzerland",80.209725
2014-07-01,"Conventional","Region 4","CH Milk ","Switzerland",72.079825
2014-07-01,"Bio","Region 2","CH Milk ","Switzerland",83.609377
2014-07-01,"Bio","Switzerland","CH Milk ","Switzerland",83.602879
2014-07-01,"Bio","Region 1","CH Milk ","Switzerland",85.550443
2014-07-01,NA,"EU","International Milk","EU-28",44.6148
2014-07-01,NA,"Germany","International Milk","Germany",45.846203
2014-07-01,"Conventional","Region 5","CH Milk ","Switzerland",83.593686
2014-07-01,NA,"Switzerland","CH Milk ","Switzerland",69.037299
2014-07-01,"Conventional","Region 1","CH Milk ","Switzerland",82.987663
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-07-01,NA,"France","International Milk","France",44.722571
2014-07-01,NA,"Region 3","CH Milk ","Switzerland",67.210506
2014-07-01,"Conventional","Region 5","CH Milk ","Switzerland",80.366432
2014-07-01,"Conventional","Region 4","CH Milk ","Switzerland",66.919234
2014-07-01,NA,"USA / Canada","International Milk","USA",46.0971
2014-07-01,"Conventional","Region 1","CH Milk ","Switzerland",79.249062
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-07-01,"Conventional","Region 3","CH Milk ","Switzerland",65.96099
2014-07-01,"Conventional","Region 1","CH Milk ","Switzerland",64.715029
2014-07-01,NA,"Rest of the world, non-Swiss","International Milk",NA,44.5905
2014-07-01,NA,"Italy","International Milk","Italy",48.6
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.40724
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.337658
2014-07-01,"Conventional","Region 4","CH Milk ","Switzerland",70.85563
2014-07-01,"Conventional","Region 2","CH Milk ","Switzerland",68.72598
2014-07-01,NA,"Region 1","CH Milk ","Switzerland",72.511575
2014-07-01,NA,"Austria","International Milk","Austria",45.4167
2014-07-01,NA,"Italy","International Milk","Italy",49.543691
2014-07-01,"Conventional","Region 5","CH Milk ","Switzerland",70.116036
2014-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.58445
2014-06-01,NA,"Germany","International Milk","Germany",46.781009
2014-06-01,NA,"Region 4","CH Milk ","Switzerland",68.563459
2014-06-01,"Bio","Region 2","CH Milk ","Switzerland",77.853552
2014-06-01,NA,"New Zealand","International Milk","New Zealand",36.555181
2014-06-01,NA,"France","International Milk","France",43.577284
2014-06-01,NA,"Italy","International Milk","Italy",50.094484
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",58.402712
2014-06-01,NA,"Switzerland","CH Milk ","Switzerland",66.829673
2014-06-01,"Bio","Switzerland","CH Milk ","Switzerland",77.751334
2014-06-01,"Conventional","Region 4","CH Milk ","Switzerland",66.621853
2014-06-01,"Conventional","Region 2","CH Milk ","Switzerland",65.993285
2014-06-01,"Conventional","Region 1","CH Milk ","Switzerland",78.540796
2014-06-01,NA,"Region 2","CH Milk ","Switzerland",67.205701
2014-06-01,"Conventional","Region 4","CH Milk ","Switzerland",69.718546
2014-06-01,"Conventional","Region 3","CH Milk ","Switzerland",65.197713
2014-06-01,"Bio","Region 4","CH Milk ","Switzerland",75.30164
2014-06-01,"Conventional","Region 4","CH Milk ","Switzerland",72.385011
2014-06-01,NA,"Region 1","CH Milk ","Switzerland",71.555784
2014-06-01,NA,"Rest of the world, non-Swiss","International Milk",NA,44.94789
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.553238
2014-06-01,"Conventional","Region 2","CH Milk ","Switzerland",69.896696
2014-06-01,"Conventional","Region 5","CH Milk ","Switzerland",71.760762
2014-06-01,"Conventional","Region 5","CH Milk ","Switzerland",74.724607
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",60.2
2014-06-01,NA,"Switzerland","CH Milk ","Switzerland",68.500415
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",60.2
2014-06-01,"Conventional","Region 1","CH Milk ","Switzerland",81.995164
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-06-01,NA,"Austria","International Milk","Austria",45.617845
2014-06-01,"Conventional","Region 1","CH Milk ","Switzerland",65.173312
2014-06-01,"Bio","Region 1","CH Milk ","Switzerland",82.99583
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.161424
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.922829
2014-06-01,NA,"Region 3","CH Milk ","Switzerland",66.034613
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.35449
2014-06-01,NA,"EU","International Milk","EU-28",45.581302
2014-06-01,"Conventional","Region 5","CH Milk ","Switzerland",67.218587
2014-06-01,NA,"Region 5","CH Milk ","Switzerland",71.918742
2014-06-01,NA,"Italy","International Milk","Italy",52.626671
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-06-01,NA,"USA / Canada","International Milk","USA",45.837103
2014-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.302352
2014-06-01,"Conventional","Region 2","CH Milk ","Switzerland",68.454267
2014-05-01,NA,"Region 5","CH Milk ","Switzerland",71.090021
2014-05-01,NA,"France","International Milk","France",40.968706
2014-05-01,NA,"Switzerland","CH Milk ","Switzerland",67.666579
2014-05-01,NA,"USA / Canada","International Milk","USA",47.41254
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",56.98896
2014-05-01,"Conventional","Region 2","CH Milk ","Switzerland",67.840723
2014-05-01,NA,"Austria","International Milk","Austria",46.960992
2014-05-01,"Conventional","Region 3","CH Milk ","Switzerland",63.666436
2014-05-01,"Conventional","Region 5","CH Milk ","Switzerland",64.474843
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.1
2014-05-01,NA,"Switzerland","CH Milk ","Switzerland",66.016176
2014-05-01,NA,"Italy","International Milk","Italy",44.542769
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.709829
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.447259
2014-05-01,"Conventional","Region 4","CH Milk ","Switzerland",72.018845
2014-05-01,"Conventional","Region 5","CH Milk ","Switzerland",71.854348
2014-05-01,NA,"Rest of the world, non-Swiss","International Milk",NA,44.42256
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.110872
2014-05-01,NA,"EU","International Milk","EU-28",45.655164
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-05-01,NA,"Italy","International Milk","Italy",52.72604
2014-05-01,"Conventional","Region 1","CH Milk ","Switzerland",83.106545
2014-05-01,"Bio","Region 2","CH Milk ","Switzerland",75.115935
2014-05-01,NA,"Region 1","CH Milk ","Switzerland",72.43427
2014-05-01,NA,"Germany","International Milk","Germany",47.339316
2014-05-01,"Bio","Region 1","CH Milk ","Switzerland",83.65454
2014-05-01,"Conventional","Region 4","CH Milk ","Switzerland",65.348875
2014-05-01,NA,"Region 2","CH Milk ","Switzerland",66.119419
2014-05-01,NA,"Region 4","CH Milk ","Switzerland",67.013564
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.1
2014-05-01,"Bio","Switzerland","CH Milk ","Switzerland",75.952858
2014-05-01,"Conventional","Region 5","CH Milk ","Switzerland",75.664159
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.086083
2014-05-01,NA,"Region 3","CH Milk ","Switzerland",64.400585
2014-05-01,"Conventional","Region 2","CH Milk ","Switzerland",64.867452
2014-05-01,"Conventional","Region 1","CH Milk ","Switzerland",66.232761
2014-05-01,"Conventional","Region 1","CH Milk ","Switzerland",79.896976
2014-05-01,"Conventional","Region 4","CH Milk ","Switzerland",67.692449
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.964024
2014-05-01,"Bio","Region 4","CH Milk ","Switzerland",73.359179
2014-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-05-01,"Conventional","Region 2","CH Milk ","Switzerland",69.516345
2014-05-01,NA,"New Zealand","International Milk","New Zealand",49.377384
2014-04-01,"Bio","Region 1","CH Milk ","Switzerland",82.457088
2014-04-01,NA,"Region 1","CH Milk ","Switzerland",72.560309
2014-04-01,"Bio","Region 2","CH Milk ","Switzerland",74.050169
2014-04-01,"Conventional","Region 2","CH Milk ","Switzerland",69.200266
2014-04-01,NA,"Rest of the world, non-Swiss","International Milk",NA,46.93535
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.462275
2014-04-01,NA,"Region 3","CH Milk ","Switzerland",65.204448
2014-04-01,"Conventional","Region 2","CH Milk ","Switzerland",65.067361
2014-04-01,"Bio","Switzerland","CH Milk ","Switzerland",74.937116
2014-04-01,"Conventional","Region 3","CH Milk ","Switzerland",64.594592
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-04-01,NA,"Germany","International Milk","Germany",48.297207
2014-04-01,"Conventional","Region 5","CH Milk ","Switzerland",66.518934
2014-04-01,NA,"USA / Canada","International Milk","USA",49.227258
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.7
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.85569
2014-04-01,NA,"Italy","International Milk","Italy",52.669875
2014-04-01,"Bio","Region 4","CH Milk ","Switzerland",72.916706
2014-04-01,NA,"EU","International Milk","EU-28",46.44771
2014-04-01,"Conventional","Region 1","CH Milk ","Switzerland",83.205889
2014-04-01,"Conventional","Region 1","CH Milk ","Switzerland",66.4687
2014-04-01,"Conventional","Region 4","CH Milk ","Switzerland",71.770302
2014-04-01,"Conventional","Region 4","CH Milk ","Switzerland",67.732669
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.7
2014-04-01,"Conventional","Region 1","CH Milk ","Switzerland",79.774386
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.880984
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",59.196858
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.443963
2014-04-01,NA,"Region 5","CH Milk ","Switzerland",66.232288
2014-04-01,NA,"Austria","International Milk","Austria",48.020349
2014-04-01,"Conventional","Region 5","CH Milk ","Switzerland",61.921484
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-04-01,NA,"Switzerland","CH Milk ","Switzerland",67.579558
2014-04-01,"Conventional","Region 2","CH Milk ","Switzerland",67.786595
2014-04-01,NA,"New Zealand","International Milk","New Zealand",49.056584
2014-04-01,NA,"France","International Milk","France",41.093179
2014-04-01,NA,"Italy","International Milk","Italy",46.635573
2014-04-01,NA,"Region 4","CH Milk ","Switzerland",66.799609
2014-04-01,NA,"Switzerland","CH Milk ","Switzerland",65.931277
2014-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.242008
2014-04-01,"Conventional","Region 4","CH Milk ","Switzerland",65.118383
2014-04-01,"Conventional","Region 5","CH Milk ","Switzerland",71.24907
2014-04-01,NA,"Region 2","CH Milk ","Switzerland",66.141079
2014-03-01,NA,"Region 5","CH Milk ","Switzerland",69.487505
2014-03-01,"Bio","Region 4","CH Milk ","Switzerland",72.650275
2014-03-01,NA,"EU","International Milk","EU-28",47.85954
2014-03-01,"Bio","Switzerland","CH Milk ","Switzerland",75.608871
2014-03-01,"Conventional","Region 5","CH Milk ","Switzerland",64.021549
2014-03-01,NA,"Region 4","CH Milk ","Switzerland",67.773706
2014-03-01,"Conventional","Region 1","CH Milk ","Switzerland",79.610722
2014-03-01,"Conventional","Region 4","CH Milk ","Switzerland",72.387847
2014-03-01,"Conventional","Region 1","CH Milk ","Switzerland",68.387128
2014-03-01,NA,"France","International Milk","France",43.675301
2014-03-01,NA,"Switzerland","CH Milk ","Switzerland",67.364351
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-03-01,NA,"Austria","International Milk","Austria",49.795842
2014-03-01,"Conventional","Region 4","CH Milk ","Switzerland",68.141196
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.2
2014-03-01,"Bio","Region 2","CH Milk ","Switzerland",75.414419
2014-03-01,NA,"USA / Canada","International Milk","USA",48.943382
2014-03-01,NA,"Region 2","CH Milk ","Switzerland",68.305046
2014-03-01,"Conventional","Region 1","CH Milk ","Switzerland",82.285111
2014-03-01,"Conventional","Region 5","CH Milk ","Switzerland",70.485619
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.918619
2014-03-01,"Conventional","Region 2","CH Milk ","Switzerland",69.203732
2014-03-01,NA,"Germany","International Milk","Germany",48.913181
2014-03-01,"Conventional","Region 2","CH Milk ","Switzerland",71.620543
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.927743
2014-03-01,NA,"Rest of the world, non-Swiss","International Milk",NA,49.56446
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",58.699068
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.999324
2014-03-01,NA,"Italy","International Milk","Italy",50.542841
2014-03-01,"Conventional","Region 5","CH Milk ","Switzerland",73.338588
2014-03-01,NA,"Region 1","CH Milk ","Switzerland",73.686054
2014-03-01,"Conventional","Region 4","CH Milk ","Switzerland",66.287119
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.331792
2014-03-01,"Bio","Region 1","CH Milk ","Switzerland",82.420663
2014-03-01,NA,"Italy","International Milk","Italy",52.613709
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.2
2014-03-01,"Conventional","Region 2","CH Milk ","Switzerland",67.33968
2014-03-01,NA,"New Zealand","International Milk","New Zealand",49.978512
2014-03-01,NA,"Switzerland","CH Milk ","Switzerland",69.048459
2014-03-01,"Conventional","Region 3","CH Milk ","Switzerland",65.170478
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.947242
2014-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-03-01,NA,"Region 3","CH Milk ","Switzerland",65.728418
2014-02-01,NA,"Italy","International Milk","Italy",52.764923
2014-02-01,NA,"Austria","International Milk","Austria",49.670271
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.811464
2014-02-01,"Conventional","Region 1","CH Milk ","Switzerland",82.482915
2014-02-01,"Bio","Region 1","CH Milk ","Switzerland",82.661034
2014-02-01,"Conventional","Region 4","CH Milk ","Switzerland",67.025401
2014-02-01,"Conventional","Region 4","CH Milk ","Switzerland",73.036745
2014-02-01,"Conventional","Region 2","CH Milk ","Switzerland",68.044997
2014-02-01,"Conventional","Region 5","CH Milk ","Switzerland",70.801615
2014-02-01,NA,"Region 5","CH Milk ","Switzerland",68.161375
2014-02-01,NA,"Region 4","CH Milk ","Switzerland",68.602984
2014-02-01,NA,"Switzerland","CH Milk ","Switzerland",68.141914
2014-02-01,"Conventional","Region 2","CH Milk ","Switzerland",72.292097
2014-02-01,"Bio","Region 2","CH Milk ","Switzerland",76.456656
2014-02-01,NA,"Region 1","CH Milk ","Switzerland",74.669415
2014-02-01,NA,"Italy","International Milk","Italy",54.348461
2014-02-01,NA,"Region 3","CH Milk ","Switzerland",66.380164
2014-02-01,NA,"USA / Canada","International Milk","USA",49.084047
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",59.805835
2014-02-01,"Bio","Switzerland","CH Milk ","Switzerland",76.78151
2014-02-01,NA,"New Zealand","International Milk","New Zealand",49.352733
2014-02-01,"Conventional","Region 5","CH Milk ","Switzerland",68.712196
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.817449
2014-02-01,NA,"Region 2","CH Milk ","Switzerland",68.971582
2014-02-01,NA,"EU","International Milk","EU-28",48.839787
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-02-01,NA,"Rest of the world, non-Swiss","International Milk",NA,52.76016
2014-02-01,NA,"Germany","International Milk","Germany",49.297286
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.552689
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.7
2014-02-01,NA,"Switzerland","CH Milk ","Switzerland",69.845462
2014-02-01,"Bio","Region 4","CH Milk ","Switzerland",74.339397
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.7
2014-02-01,"Conventional","Region 5","CH Milk ","Switzerland",63.806031
2014-02-01,NA,"France","International Milk","France",45.750142
2014-02-01,"Conventional","Region 4","CH Milk ","Switzerland",69.786997
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.645029
2014-02-01,"Conventional","Region 1","CH Milk ","Switzerland",69.196839
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-02-01,"Conventional","Region 1","CH Milk ","Switzerland",80.629811
2014-02-01,"Conventional","Region 2","CH Milk ","Switzerland",69.524383
2014-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.666669
2014-02-01,"Conventional","Region 3","CH Milk ","Switzerland",65.853438
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.946869
2014-01-01,"Conventional","Region 1","CH Milk ","Switzerland",83.653225
2014-01-01,NA,"Austria","International Milk","Austria",50.331456
2014-01-01,"Conventional","Region 1","CH Milk ","Switzerland",68.016764
2014-01-01,NA,"Rest of the world, non-Swiss","International Milk",NA,54.66528
2014-01-01,NA,"USA / Canada","International Milk","USA",46.871784
2014-01-01,"Conventional","Region 4","CH Milk ","Switzerland",67.59206
2014-01-01,"Conventional","Region 4","CH Milk ","Switzerland",73.187807
2014-01-01,NA,"Switzerland","CH Milk ","Switzerland",68.602042
2014-01-01,"Conventional","Region 2","CH Milk ","Switzerland",72.189907
2014-01-01,"Conventional","Region 2","CH Milk ","Switzerland",68.353255
2014-01-01,"Conventional","Region 3","CH Milk ","Switzerland",67.522257
2014-01-01,NA,"EU","International Milk","EU-28",49.383432
2014-01-01,NA,"Region 2","CH Milk ","Switzerland",69.414359
2014-01-01,"Conventional","Region 5","CH Milk ","Switzerland",73.276132
2014-01-01,NA,"Region 3","CH Milk ","Switzerland",68.396125
2014-01-01,NA,"Italy","International Milk","Italy",50.204273
2014-01-01,NA,"Region 1","CH Milk ","Switzerland",74.283718
2014-01-01,"Conventional","Region 2","CH Milk ","Switzerland",70.728702
2014-01-01,NA,"New Zealand","International Milk","New Zealand",49.74048
2014-01-01,NA,"Italy","International Milk","Italy",56.938568
2014-01-01,"Bio","Region 2","CH Milk ","Switzerland",77.243933
2014-01-01,"Bio","Region 1","CH Milk ","Switzerland",83.318686
